51	-11.731576	-0.3522957	11.734924
52	-2.6787689	-9.138774	5.515174
53	-1.9033026	-7.3156233	5.779952
54	-3.188091	-6.2794924	6.7373433
56	-1.3612918	-5.9264493	5.795516
57	-2.3032036	-8.86545	6.484166
58	-1.7163111	-5.6390667	7.013659
59	-11.170187	-2.5892713	10.391502
61	-12.7734375	-0.7052792	12.351905
62	-16.417057	2.6771705	9.900002
63	-3.4311087	4.2711744	12.814902
64	-1.9707162	-6.445664	7.2225437
66	-3.989228	-6.208769	7.3596
67	4.883284	4.9865656	11.990624
68	-13.196894	0.8595615	13.095508
69	-3.4596608	4.4825644	12.869058
71	5.374388	5.0038414	11.128462
72	-10.70644	-1.5338279	10.187899
73	-15.334564	-0.41888514	-5.7605796
74	-13.155992	4.2300344	16.26488
76	-11.28004	-2.6034274	10.813325
77	-9.596672	1.5771768	11.771779
78	-11.290798	4.5155153	16.558943
79	-13.154615	4.2287755	16.267176
81	-2.205101	-7.403963	5.6592555
82	-13.6578	-0.44761413	13.179549
83	-13.157679	4.229468	16.266283
84	-1.225339	-6.6671796	8.399826
86	-3.044048	5.1327004	13.249922
87	-13.155448	4.229462	16.264734
88	-2.0997145	-0.47624114	-0.8862355
89	7.6652803	5.6576314	10.489604
91	-11.995119	0.59104204	13.347767
92	-13.158233	4.2295346	16.264933
93	-11.526648	3.1025317	11.881759
94	-1.8236636	7.061605	15.279747
96	-12.606504	2.1097116	10.965391
97	4.783714	3.44564	8.861524
98	-13.07587	0.27851975	12.423768
99	-10.696774	0.22045419	10.197441
101	-2.0275166	-25.999502	-4.2891045
102	-3.645826	-36.137917	-2.0308058
103	-1.3576248	-18.432999	-3.1744463
104	-3.054543	-36.34027	-1.2270781
106	-3.4921944	-36.446033	-1.284669
107	-0.73822135	-22.08216	-1.2454908
108	-3.1014192	-35.66599	-1.8371781
109	-3.3039498	-36.4083	-2.109696
111	-3.6041818	-36.53222	-1.7917936
112	-2.9751718	-35.889877	-2.0378058
113	-6.1936135	-32.41047	-0.558658
114	-3.5863173	-35.770058	-1.4830064
116	-3.7916143	-36.075684	-1.7138416
117	-3.647817	-36.318882	-1.9917192
118	-3.567982	-36.14154	-1.2318205
119	-2.9641836	-36.284622	-1.2631536
121	-1.995058	-35.888752	-0.5862315
122	-3.1993568	-36.56253	-1.98189
123	-3.2454913	-35.991177	-1.152798
124	-3.4118307	-35.816063	-2.0626009
126	-0.5214057	-16.456778	-2.7903056
127	-3.6835005	-36.399273	-1.4659562
128	-3.3071377	-35.682327	-1.4138805
129	-3.5447192	-35.81146	-1.9730396
131	-3.6738408	-35.95288	-1.3900568
132	-4.237276	-34.10274	-1.8038789
133	-3.1535463	-36.08634	-2.1793075
134	-2.8746705	-36.27506	-1.9891051
136	-2.8310704	-36.418694	-1.5713655
137	-1.2142112	-18.699196	-1.6317284
138	-6.185648	-32.43181	-0.562964
139	-3.1923995	-35.669106	-1.4471602
141	-4.2752357	-34.0123	-1.8110936
